closingPrices  SMA12          SMA26          EMA12          EMA26          MOM25          TBR24          VOL29          EMASignal      TBRSignal      VOLSignal      MOMSignal      
509.83         505.093333     508.833077     506.32244      507.300553     8.28           -0.035491      0.016348       2.0            2.0            2.0            1.0            
512.04         505.093333     509.193846     507.202065     507.651623     11.59          -0.03131       0.01631        2.0            2.0            2.0            1.0            
510.38         505.461667     509.597308     507.690978     507.853725     9.93           -0.03445       0.016338       2.0            2.0            2.0            1.0            
512.04         505.691667     509.979231     508.360058     508.163819     13.8           -0.03131       0.016253       1.0            2.0            2.0            1.0            
512.59         506.06         510.425        509.010818     508.491684     6.07           -0.030269      0.015954       1.0            2.0            2.0            1.0            
509.28         506.474167     510.976923     509.052231     508.550078     -3.86          -0.036531      0.015706       1.0            2.0            2.0            2.0            
513.14         506.795833     511.083077     509.681119     508.890072     -7.73          -0.029229      0.015312       1.0            2.0            2.0            2.0            
514.8          507.8075       511.083077     510.468639     509.327844     -13.79         -0.024057      0.014905       1.0            2.0            2.0            2.0            
520.87         508.9575       510.849615     512.068848     510.182819     -6.62          -0.005271      0.014241       1.0            1.0            2.0            2.0            
520.31         510.5675       510.552692     513.336718     510.932981     -0.56          -0.00634       0.014532       1.0            1.0            2.0            2.0            
515.9          512.2225       510.276538     513.731069     511.300908     -7.73          -0.009542      0.014845       1.0            1.0            2.0            2.0            
518.66         513.141667     510.085385     514.489366     511.846026     4.41           -0.004243      0.014556       1.0            1.0            2.0            1.0            
517.56         514.153333     509.894231     514.961771     512.269283     5.52           -0.006355      0.013434       1.0            1.0            2.0            1.0            
517.0          514.7975       510.021538     515.275345     512.619706     7.17           -0.00743       0.012287       1.0            1.0            2.0            1.0            
520.31         515.210833     510.212308     516.049907     513.189357     12.69          -0.001075      0.011953       1.0            1.0            2.0            1.0            
524.18         516.038333     510.615385     517.300691     514.003479     16.56          0.006355       0.011539       1.0            1.0            2.0            1.0            
521.97         517.05         511.252308     518.019046     514.593592     14.35          -0.004216      0.012437       1.0            1.0            2.0            1.0            
520.31         517.831667     511.804231     518.3715       515.01703      12.69          -0.007383      0.013018       1.0            1.0            2.0            1.0            
521.97         518.750833     512.292308     518.925115     515.532065     16.55          -0.004216      0.013369       1.0            1.0            2.0            1.0            
514.8          519.486667     512.844231     518.290482     515.477838     13.8           -0.017895      0.013737       1.0            1.0            2.0            1.0            
510.38         519.486667     513.205        517.073485     515.10022      9.38           -0.026327      0.013647       1.0            2.0            2.0            1.0            
514.25         518.6125       513.565769     516.639103     515.037241     12.7           -0.018944      0.013548       1.0            1.0            2.0            1.0            
513.69         518.1075       514.075385     516.185395     514.937445     13.24          -0.020012      0.013425       1.0            2.0            2.0            1.0            
518.66         517.923333     514.542308     516.566103     515.21319      13.79          -0.010531      0.013135       1.0            1.0            2.0            1.0            
518.66         517.923333     515.242692     516.888241     515.468509     12.14          -0.010531      0.012464       1.0            1.0            2.0            1.0            
520.31         518.015        515.773077     517.414665     515.827138     10.48          -0.007383      0.011638       1.0            1.0            2.0            1.0            
519.21         518.290833     516.303462     517.69087      516.07772      7.17           -0.009481      0.010803       1.0            1.0            2.0            1.0            
518.11         518.199167     516.664231     517.755352     516.228259     7.73           -0.01158       0.009464       1.0            1.0            2.0            1.0            
520.31         517.693333     516.897692     518.148375     516.53061      8.27           -0.007383      0.008619       1.0            1.0            2.0            1.0            
521.97         517.555        517.279615     518.736317     516.933528     9.38           -0.004216      0.007977       1.0            1.0            2.0            1.0            
528.04         517.693333     517.661538     520.167653     517.75623      18.76          0.007364       0.007789       1.0            1.0            2.0            1.0            
525.28         518.199167     518.255769     520.954168     518.313546     12.14          -0.005227      0.008475       1.0            1.0            2.0            1.0            
520.87         519.0725       518.871154     520.941219     518.502913     6.07           -0.013579      0.008467       1.0            1.0            2.0            1.0            
523.07         519.946667     519.168462     521.268724     518.841216     2.2            -0.009412      0.008219       1.0            1.0            2.0            1.0            
517.56         520.681667     519.486538     520.698151     518.746311     -2.75          -0.019847      0.008091       1.0            1.0            2.0            2.0            
518.11         521.004167     519.359231     520.299974     518.699177     2.21           -0.018805      0.007334       1.0            1.0            2.0            1.0            
513.69         520.958333     519.274615     519.283055     518.328127     -4.97          -0.027176      0.007021       1.0            2.0            2.0            2.0            
507.62         520.544167     519.189615     517.488739     517.534932     -9.94          -0.038671      0.007121       2.0            2.0            2.0            2.0            
511.49         519.486667     518.765        516.565856     517.087159     -5.51          -0.031342      0.00817        2.0            2.0            2.0            2.0            
520.31         518.843333     518.531538     517.141878     517.325888     0.0            -0.014639      0.008536       2.0            1.0            2.0            0.0            
519.76         519.026667     518.658846     517.544666     517.506193     -4.42          -0.015681      0.008508       1.0            1.0            2.0            2.0            
519.76         518.980833     518.637692     517.885487     517.673142     -2.21          -0.015681      0.008518       1.0            1.0            2.0            2.0            
527.49         518.796667     518.467692     519.363104     518.400317     7.18           -0.001042      0.008517       1.0            1.0            2.0            1.0            
523.07         518.750833     518.68         519.933396     518.746219     1.1            -0.009412      0.00903        1.0            1.0            2.0            1.0            
523.07         518.566667     518.786154     520.41595      519.066499     8.27           -0.009412      0.009129       1.0            1.0            2.0            1.0            
519.21         518.75         518.828462     520.230419     519.077129     8.83           -0.016722      0.00906        1.0            1.0            2.0            1.0            
525.83         518.428333     518.998077     521.091893     519.577342     11.58          -0.004185      0.009001       1.0            1.0            2.0            1.0            
523.07         519.1175       519.592308     521.396217     519.836057     9.38           -0.009412      0.009304       1.0            1.0            2.0            1.0            
519.76         519.530833     519.931538     521.144491     519.830423     1.1            -0.015681      0.009354       1.0            1.0            2.0            1.0            
514.25         520.036667     520.165        520.0838       519.417058     -4.41          -0.026115      0.009212       1.0            2.0            2.0            2.0            
514.25         520.589167     519.995385     519.186292     519.034313     -6.06          -0.026115      0.008817       1.0            2.0            2.0            2.0            
521.42         520.819167     519.825769     519.529939     519.211031     2.21           -0.012537      0.008817       1.0            1.0            2.0            1.0            
525.28         520.911667     519.868462     520.414564     519.660584     7.17           -0.005227      0.008573       1.0            1.0            2.0            1.0            
519.21         521.371667     520.101923     520.229246     519.627207     -1.1           -0.016722      0.008769       1.0            1.0            2.0            2.0            
517.56         521.325833     520.144231     519.818593     519.474081     -4.41          -0.019847      0.00876        1.0            1.0            2.0            2.0            
521.97         520.498333     520.038462     520.149579     519.658964     -6.07          -0.010465      0.008804       1.0            1.0            2.0            2.0            
523.63         520.406667     520.038462     520.685028     519.953115     -1.65          -0.007318      0.008826       1.0            1.0            2.0            2.0            
513.14         520.453333     519.868846     519.524254     519.44844      -7.73          -0.027204      0.00888        1.0            2.0            2.0            2.0            
504.87         519.9475       519.401923     517.269753     518.368556     -18.2          -0.042882      0.009227       2.0            2.0            2.0            2.0            
504.87         518.200833     518.786538     515.362099     517.368663     -12.69         -0.042882      0.010619       2.0            2.0            2.0            2.0            
514.25         516.684167     518.086538     515.191007     517.137651     -3.86          -0.0251        0.011325       2.0            2.0            2.0            2.0            
514.8          516.225        517.959231     515.130852     516.964492     1.11           -0.024057      0.011163       2.0            2.0            2.0            1.0            
514.8          516.270833     517.831923     515.079952     516.804159     7.18           -0.024057      0.011187       2.0            2.0            2.0            1.0            
510.38         516.316667     517.874615     514.356882     516.328295     -1.11          -0.032437      0.011091       2.0            2.0            2.0            2.0            
512.59         515.396667     517.980769     514.085054     516.051384     -7.72          -0.028247      0.011395       2.0            2.0            2.0            2.0            
520.31         514.339167     518.023077     515.042738     516.366837     0.55           -0.013612      0.011526       2.0            1.0            2.0            1.0            
513.14         514.430833     518.023077     514.750009     516.127812     -6.62          -0.027204      0.011491       2.0            2.0            2.0            2.0            
510.38         514.0625       517.768462     514.0777       515.702048     -17.11         -0.029382      0.01103        2.0            2.0            2.0            2.0            
507.07         513.096667     517.407692     512.999592     515.062637     -16.0          -0.035677      0.011118       2.0            2.0            2.0            2.0            
510.93         511.716667     516.622308     512.681193     514.756516     -12.14         -0.028336      0.011689       2.0            2.0            2.0            2.0            
519.21         511.5325       516.155385     513.685625     515.086404     0.0            -0.01259       0.011862       2.0            1.0            2.0            0.0            
523.07         512.7275       516.006923     515.129375     515.677781     -2.76          -0.004207      0.011847       2.0            1.0            2.0            2.0            
529.69         514.244167     516.155385     517.369471     516.715723     6.62           0.008396       0.011436       1.0            1.0            2.0            1.0            
530.25         515.530833     516.303846     519.351091     517.718262     10.49          0.001057       0.012122       1.0            1.0            2.0            1.0            
542.94         516.818333     516.58         522.980154     519.586539     28.69          0.023932       0.012826       1.0            1.0            2.0            1.0            
566.11         519.163333     517.471538     529.615515     523.032721     51.86          0.042675       0.015685       1.0            1.0            2.0            1.0            
584.32         523.8075       519.466154     538.03159      527.572519     62.9           0.032167       0.022918       1.0            1.0            1.0            1.0            
577.15         529.785        522.161154     544.049807     531.244925     51.87          -0.012271      0.0322         1.0            1.0            1.0            1.0            
580.46         534.521667     524.304615     549.651375     534.890486     61.25          -0.006606      0.037464       1.0            1.0            1.0            1.0            
570.53         540.131667     526.426923     552.863471     537.53045      52.97          -0.0236        0.042028       1.0            2.0            1.0            1.0            
577.15         545.144167     528.400769     556.59986      540.465231     55.18          -0.012271      0.044397       1.0            1.0            1.0            1.0            
578.8          550.984167     530.692692     560.015266     543.304844     55.17          -0.009447      0.047317       1.0            1.0            1.0            1.0            
585.98         556.64         532.878462     564.00984      546.465967     72.84          0.002841       0.050038       1.0            1.0            1.0            1.0            
584.87         562.204167     535.276538     567.219095     549.31071      80.0           -0.001894      0.052957       1.0            1.0            1.0            1.0            
575.49         567.354167     538.035385     568.491542     551.249917     70.62          -0.017902      0.055161       1.0            1.0            1.0            1.0            
584.87         571.170833     540.751538     571.011305     553.740294     70.62          -0.001894      0.05631        1.0            1.0            1.0            1.0            
594.25         575.7225       543.828462     574.586489     556.741013     79.45          0.014113       0.058021       1.0            1.0            1.0            1.0            
589.84         579.998333     546.905385     576.933183     559.19279      75.04          -0.007421      0.059697       1.0            1.0            1.0            1.0            
586.53         581.975833     549.791538     578.409616     561.217769     76.15          -0.012991      0.059873       1.0            1.0            1.0            1.0            
574.94         582.16         552.550385     577.875829     562.234231     62.35          -0.032495      0.059326       1.0            2.0            1.0            1.0            
568.87         581.975833     555.033462     576.490317     562.725769     48.56          -0.042709      0.058505       1.0            2.0            1.0            1.0            
565.56         581.01         557.198077     574.80873      562.935712     52.42          -0.048279      0.057271       1.0            2.0            1.0            1.0            
571.08         580.595833     558.938462     574.235079     563.538993     60.7           -0.03899       0.055749       1.0            2.0            1.0            1.0            
570.53         580.09         561.166923     573.665067     564.056845     63.46          -0.039916      0.053727       1.0            2.0            1.0            1.0            
574.39         579.400833     563.480385     573.776595     564.822264     63.46          -0.03342       0.051601       1.0            2.0            1.0            1.0            
573.84         578.435        566.069615     573.78635      565.490244     54.63          -0.034346      0.050023       1.0            2.0            1.0            1.0            
581.01         577.515833     568.489231     574.897681     566.639856     57.94          -0.02228       0.047407       1.0            2.0            1.0            1.0            
587.63         577.975833     570.866154     576.856499     568.194681     57.94          -0.01114       0.044212       1.0            1.0            1.0            1.0            
601.98         578.205833     573.349231     580.721653     570.697297     71.73          0.013008       0.04013        1.0            1.0            1.0            1.0            
603.63         578.85         576.129615     584.246014     573.136756     60.69          0.002741       0.036712       1.0            1.0            1.0            1.0            
594.25         579.999167     578.951923     585.785089     574.7007       28.14          -0.015539      0.033816       1.0            1.0            1.0            1.0            
599.22         580.6425       580.925385     587.851998     576.516944     14.9           -0.007306      0.0299         1.0            1.0            1.0            1.0            
603.63         582.665833     582.198846     590.279383     578.525319     26.48          0.0            0.026505       1.0            1.0            1.0            1.0            
611.91         585.5625       582.941538     593.60717      580.998258     31.45          0.013717       0.022454       1.0            1.0            1.0            1.0            
606.39         589.425        584.278462     595.573759     582.879128     35.86          -0.009021      0.020811       1.0            1.0            1.0            1.0            
605.29         592.3675       585.275769     597.068565     584.539193     28.14          -0.010819      0.021178       1.0            1.0            1.0            1.0            
608.05         595.264167     586.612692     598.758017     586.280734     29.25          -0.006308      0.022093       1.0            1.0            1.0            1.0            
606.39         598.069167     587.801154     599.932168     587.770309     20.41          -0.009021      0.022954       1.0            1.0            1.0            1.0            
611.91         600.781667     588.862308     601.774911     589.558434     27.04          0.0            0.02363        1.0            1.0            1.0            1.0            
610.25         603.356667     589.859615     603.078771     591.091143     34.76          -0.002713      0.024096       1.0            1.0            1.0            1.0            
611.91         605.241667     590.835769     604.437422     592.633281     27.04          0.0            0.024618       1.0            1.0            1.0            1.0            
595.91         606.069167     592.236538     603.125511     592.876001     1.66           -0.026148      0.025192       1.0            2.0            1.0            1.0            
588.18         605.425833     592.661154     600.826202     592.528149     -1.66          -0.03878       0.025161       1.0            2.0            1.0            2.0            
595.35         604.92         592.427692     599.983709     592.737175     8.82           -0.027063      0.025091       1.0            2.0            1.0            1.0            
595.35         604.5975       592.639615     599.270831     592.930718     20.41          -0.027063      0.024545       1.0            2.0            1.0            1.0            
601.42         603.9075       592.978846     599.601472     593.559554     32.55          -0.017143      0.024429       1.0            1.0            1.0            1.0            
595.35         603.033333     593.997308     598.947399     593.69218      29.79          -0.027063      0.024563       1.0            2.0            1.0            1.0            
582.66         602.113333     595.015769     596.441645     592.874981     11.58          -0.047801      0.024546       1.0            2.0            1.0            1.0            
581.01         600.2275       595.673462     594.067546     591.996094     10.48          -0.050498      0.024682       1.0            2.0            1.0            1.0            
582.11         597.974167     596.055385     592.227924     591.263791     7.72           -0.0487        0.024305       1.0            2.0            1.0            1.0            
577.15         595.950833     596.500769     589.908243     590.218325     3.31           -0.056806      0.02331        2.0            2.0            1.0            1.0            
582.66         593.054167     596.606923     588.793129     589.658449     1.65           -0.047801      0.022173       2.0            2.0            1.0            1.0            
577.15         590.755        596.946154     587.001878     588.731897     -10.48         -0.056806      0.021253       2.0            2.0            1.0            2.0            
572.73         587.858333     596.797692     584.806204     587.546571     -29.25         -0.064029      0.020605       2.0            2.0            1.0            2.0            
573.28         585.926667     596.224615     583.032942     586.489788     -30.35         -0.06313       0.020772       2.0            2.0            1.0            2.0            
583.22         584.685        595.120769     583.06172      586.247581     -11.03         -0.046886      0.020828       2.0            2.0            1.0            2.0            
591.49         583.674167     594.335769     584.358378     586.635908     -7.73          -0.033371      0.020696       2.0            2.0            1.0            2.0            
592.6          583.3525       594.229615     585.62632      587.077693     -11.03         -0.031557      0.020596       2.0            2.0            1.0            2.0            
595.35         582.6175       593.975        587.122271     587.690456     -16.56         -0.027063      0.02049        2.0            2.0            1.0            2.0            
592.6          582.6175       593.656538     587.964999     588.054126     -13.79         -0.031557      0.020297       2.0            2.0            1.0            2.0            
588.18         583.445833     592.913846     587.998076     588.06345      -17.11         -0.03878       0.020305       2.0            2.0            1.0            2.0            
580.46         584.043333     592.213462     586.838372     587.500231     -27.59         -0.051396      0.020332       2.0            2.0            1.0            2.0            
579.35         583.905833     591.258462     585.686315     586.89651      -27.04         -0.05321       0.020507       2.0            2.0            1.0            2.0            
583.77         584.089167     590.154615     585.391497     586.664917     -28.14         -0.045987      0.020038       2.0            2.0            1.0            2.0            
584.32         584.181667     589.284615     585.226651     586.491219     -25.93         -0.045088      0.019658       2.0            2.0            2.0            2.0            
585.98         584.779167     588.223462     585.342551     586.453351     -25.93         -0.025673      0.019246       2.0            2.0            2.0            2.0            
587.08         585.883333     587.29         585.609851     586.499769     -8.83          -0.023844      0.018453       2.0            2.0            2.0            2.0            
590.94         587.033333     586.335        586.429874     586.828675     2.76           -0.017425      0.017679       2.0            1.0            2.0            1.0            
590.39         587.676667     586.143846     587.039124     587.092477     -4.96          -0.01834       0.016111       2.0            1.0            2.0            2.0            
590.39         587.585        586.228846     587.554643     587.336738     -4.96          -0.01834       0.014516       1.0            1.0            2.0            2.0            
593.15         587.400833     586.038077     588.415467     587.76735      -8.27          -0.003695      0.012283       1.0            1.0            2.0            2.0            
599.22         587.2175       585.953462     590.077703     588.615694     3.87           0.0065         0.012108       1.0            1.0            2.0            1.0            
599.77         587.769167     585.868846     591.568826     589.441939     17.11          9.18E-4        0.012709       1.0            1.0            2.0            1.0            
611.36         588.735        586.038846     594.613622     591.065499     30.35          0.019324       0.013063       1.0            1.0            2.0            1.0            
615.77         591.31         587.142692     597.868449     592.895462     33.66          0.007213       0.014867       1.0            1.0            2.0            1.0            
617.43         594.345        588.479615     600.877918     594.712835     40.28          0.002696       0.016719       1.0            1.0            2.0            1.0            
617.43         597.15         589.838077     603.424392     596.395588     34.77          0.0            0.018887       1.0            1.0            2.0            1.0            
617.43         599.909167     591.387308     605.579101     597.953693     40.28          0.0            0.020665       1.0            1.0            1.0            1.0            
622.94         602.53         592.724615     608.250009     599.804531     50.21          0.008924       0.022031       1.0            1.0            1.0            1.0            
614.67         605.518333     594.485769     609.2377       600.905677     41.39          -0.013276      0.023789       1.0            1.0            1.0            1.0            
615.22         607.495833     596.098846     610.158054     601.965997     32.0           -0.012393      0.024102       1.0            1.0            1.0            1.0            
615.22         609.565        597.711923     610.936815     602.947775     23.73          -0.012393      0.024604       1.0            1.0            1.0            1.0            
616.32         611.634167     598.942692     611.764997     603.93831      23.72          -0.010627      0.024584       1.0            1.0            1.0            1.0            
603.08         613.565        599.897692     610.428844     603.874731     7.73           -0.031881      0.024031       1.0            2.0            1.0            1.0            
602.53         613.886667     600.300769     609.213637     603.775121     9.93           -0.032764      0.022709       1.0            2.0            1.0            1.0            
599.22         614.116667     600.576923     607.676154     603.437705     11.04          -0.038078      0.022139       1.0            2.0            1.0            1.0            
600.87         613.105        600.831538     606.629053     603.247505     20.41          -0.035429      0.021975       1.0            2.0            1.0            1.0            
589.84         611.863333     601.319615     604.046122     602.254356     10.49          -0.053135      0.021839       1.0            2.0            1.0            1.0            
579.91         609.564167     601.680385     600.332872     600.599219     -3.86          -0.069076      0.02203        2.0            2.0            1.0            2.0            
581.56         606.4375       601.701923     597.444738     599.188906     -2.76          -0.066427      0.02279        2.0            2.0            1.0            2.0            
585.98         603.448333     601.616923     595.680932     598.210469     0.0            -0.059332      0.023206       2.0            2.0            1.0            0.0            
589.29         600.368333     601.680769     594.697712     597.549694     2.21           -0.054018      0.022821       2.0            2.0            1.0            1.0            
595.35         598.253333     601.808077     594.798064     597.386754     4.41           -0.04429       0.02215        2.0            2.0            1.0            1.0            
600.32         596.5975       602.126154     595.647593     597.604031     9.93           -0.036312      0.021594       2.0            2.0            1.0            1.0            
604.73         595.355833     602.486923     597.044886     598.131881     14.34          -0.029232      0.020972       2.0            2.0            1.0            1.0            
610.25         594.39         603.038462     599.076442     599.029519     17.1           -0.020371      0.020435       1.0            2.0            1.0            1.0            
611.91         594.9875       603.802308     601.050836     599.983629     12.69          -0.017706      0.020041       1.0            1.0            1.0            1.0            
611.91         595.769167     604.523846     602.721477     600.867064     12.14          -0.017706      0.019881       1.0            1.0            2.0            1.0            
617.98         596.826667     605.011923     605.068942     602.134689     6.62           -0.007962      0.019611       1.0            1.0            2.0            1.0            
619.08         598.2525       605.712308     607.224489     603.389897     3.31           -0.006196      0.019555       1.0            1.0            2.0            1.0            
618.53         600.689167     606.009231     608.963798     604.511386     1.1            -0.007079      0.019628       1.0            1.0            2.0            1.0            
612.46         603.9075       606.115385     609.501675     605.100172     -4.97          -0.016823      0.019863       1.0            1.0            2.0            2.0            
621.29         606.4825       605.924231     611.315263     606.299419     3.86           -0.002649      0.019818       1.0            1.0            2.0            1.0            
624.05         609.425        606.072692     613.274453     607.614277     1.11           0.004442       0.020239       1.0            1.0            1.0            1.0            
633.43         612.321667     606.327308     616.375306     609.526553     18.76          0.015031       0.020704       1.0            1.0            1.0            1.0            
634.53         615.495        606.730769     619.168336     611.37866      19.31          0.001737       0.021924       1.0            1.0            1.0            1.0            
635.08         618.345833     607.494615     621.616284     613.134315     19.86          8.67E-4        0.023151       1.0            1.0            1.0            1.0            
637.29         620.875        608.258462     624.027625     614.923625     20.97          0.00348        0.024325       1.0            1.0            1.0            1.0            
633.43         623.128333     609.107308     625.474144     616.294468     30.35          -0.006057      0.025411       1.0            1.0            1.0            1.0            
630.67         624.921667     609.765385     626.273506     617.359322     28.14          -0.010388      0.026325       1.0            1.0            1.0            1.0            
633.43         626.485        610.826538     627.374505     618.549743     34.21          -0.006057      0.026962       1.0            1.0            1.0            1.0            
639.5          627.7725       612.015        629.239966     620.101614     38.63          0.003468       0.027739       1.0            1.0            1.0            1.0            
640.6          629.474167     613.564231     630.987664     621.620013     50.76          0.00172        0.028907       1.0            1.0            1.0            1.0            
631.22         631.313333     615.092308     631.023408     622.331123     51.31          -0.014643      0.029883       1.0            1.0            1.0            1.0            
630.67         632.876667     616.683846     630.969038     622.948818     49.11          -0.015501      0.030076       1.0            1.0            1.0            1.0            
636.19         633.658333     618.636154     631.772263     623.929646     50.21          -0.006884      0.030003       1.0            1.0            1.0            1.0            
632.32         634.67         620.737308     631.85653      624.551154     43.03          -0.012925      0.030181       1.0            1.0            1.0            1.0            
632.32         634.5775       622.519615     631.927833     625.126624     36.97          -0.012925      0.029262       1.0            1.0            1.0            1.0            
640.05         634.393333     624.174615     633.177397     626.232059     39.73          -8.59E-4       0.026974       1.0            1.0            1.0            1.0            
656.05         634.8075       625.893846     636.696259     628.440795     51.32          0.024118       0.024792       1.0            1.0            1.0            1.0            
666.53         636.370833     628.037308     641.286065     631.262218     56.28          0.015974       0.024088       1.0            1.0            1.0            1.0            
675.91         639.129167     630.414231     646.612824     634.569461     64.0           0.014073       0.024532       1.0            1.0            1.0            1.0            
679.22         642.899167     632.939615     651.629313     637.876908     67.31          0.004897       0.026343       1.0            1.0            1.0            1.0            
674.81         646.715        635.528462     655.195573     640.612693     56.83          -0.006493      0.02831        1.0            1.0            1.0            1.0            
666.53         649.6575       637.947692     656.939331     642.532494     47.45          -0.018683      0.029404       1.0            1.0            1.0            1.0            
667.08         651.818333     639.815        658.499434     644.350828     48.55          -0.017873      0.029675       1.0            1.0            1.0            1.0            
671.5          654.806667     641.661154     660.499521     646.361878     59.04          -0.011366      0.029807       1.0            1.0            1.0            1.0            
683.09         658.209167     643.698462     663.974979     649.08248      61.8           0.005698       0.029986       1.0            1.0            1.0            1.0            
686.4          662.1175       646.415        667.424982     651.846741     62.35          0.004846       0.031355       1.0            1.0            1.0            1.0            
687.5          666.624167     648.919231     670.513446     654.487723     54.07          0.001603       0.032678       1.0            1.0            1.0            1.0            
688.6          671.2225       651.359615     673.295993     657.014558     54.07          0.0016         0.033613       1.0            1.0            1.0            1.0            
686.4          675.268333     653.481538     675.311994     659.191257     51.32          -0.003195      0.033695       1.0            1.0            1.0            1.0            
684.74         677.7975       655.476538     676.762456     661.083756     47.45          -0.005606      0.0339         1.0            1.0            1.0            1.0            
675.91         679.315        657.386538     676.631309     662.181996     42.48          -0.018429      0.033855       1.0            1.0            1.0            1.0            
668.19         679.315        658.871923     675.332646     662.627033     37.52          -0.02964       0.033672       1.0            2.0            1.0            1.0            
665.43         678.395833     660.208846     673.809162     662.83466      32.0           -0.033648      0.033155       1.0            2.0            1.0            1.0            
669.29         677.614167     661.545769     673.113906     663.312833     29.79          -0.028042      0.032522       1.0            2.0            1.0            1.0            
663.77         677.844167     662.925        671.676382     663.346697     23.17          -0.036059      0.032001       1.0            2.0            1.0            1.0            
662.12         677.568333     663.858462     670.206169     663.255831     30.9           -0.038455      0.03106        1.0            2.0            1.0            1.0            
656.6          676.786667     664.686154     668.112912     662.762806     25.93          -0.046471      0.02979        1.0            2.0            1.0            1.0            
655.5          674.579167     665.662308     666.172464     662.22482      19.31          -0.048069      0.028678       1.0            2.0            1.0            1.0            
655.5          672.004167     666.617308     664.530546     661.726685     23.18          -0.048069      0.027968       1.0            2.0            1.0            1.0            
645.01         669.3375       667.36         661.527385     660.488412     12.69          -0.063302      0.027293       1.0            2.0            1.0            1.0            
647.22         665.705        667.848077     659.326249     659.505567     7.17           -0.060093      0.02623        2.0            2.0            1.0            1.0            
656.05         662.44         668.421154     658.822211     659.249599     0.0            -0.04727       0.024915       2.0            2.0            1.0            0.0            
654.95         660.049167     669.036538     658.226486     658.93111      -11.58         -0.048867      0.023677       2.0            2.0            1.0            2.0            
656.05         658.3025       668.994231     657.891642     658.717694     -19.86         -0.04727       0.021933       2.0            2.0            1.0            2.0            
641.7          657.290833     668.591154     655.40062      657.457124     -37.52         -0.068109      0.019927       2.0            2.0            2.0            2.0            
631.22         655.313333     667.275385     651.680525     655.513633     -43.59         -0.083328      0.019756       2.0            2.0            2.0            2.0            
623.49         652.140833     665.429231     647.343521     653.141512     -43.04         -0.094554      0.021918       2.0            2.0            1.0            2.0            
615.22         648.784167     663.455385     642.401441     650.332511     -51.86         -0.106564      0.024911       2.0            2.0            1.0            2.0            
615.22         644.875833     661.481923     638.219681     647.731584     -56.28         -0.106564      0.028249       2.0            2.0            1.0            2.0            
615.22         641.4275       659.487308     634.681269     645.323319     -67.87         -0.106564      0.030807       2.0            2.0            1.0            2.0            
621.29         638.070833     657.322692     632.621074     643.543073     -65.11         -0.097749      0.033049       2.0            2.0            1.0            2.0            
621.84         635.22         654.945769     630.962447     641.935438     -65.66         -0.09695       0.034598       2.0            2.0            1.0            2.0            
619.63         633.289167     652.462692     629.218994     640.283183     -68.97         -0.097276      0.035881       2.0            2.0            1.0            2.0            
616.87         630.99         649.852308     627.319149     638.548873     -69.53         -0.099118      0.036999       2.0            2.0            1.0            2.0            
619.63         627.725        647.093462     626.136203     637.147475     -65.11         -0.083266      0.037481       2.0            2.0            1.0            2.0            
623.49         624.781667     644.525385     625.729095     636.13581      -52.42         -0.068431      0.037191       2.0            2.0            1.0            2.0            
620.18         622.068333     642.169615     624.875388     634.953898     -48.01         -0.073376      0.036223       2.0            2.0            1.0            2.0            
617.98         620.275        640.026154     623.814559     633.696572     -47.45         -0.076663      0.034952       2.0            2.0            1.0            2.0            
615.22         619.171667     638.095        622.492319     632.327937     -54.07         -0.073143      0.033586       2.0            2.0            1.0            2.0            
608.05         618.4825       636.163846     620.270424     630.529571     -55.72         -0.081662      0.032086       2.0            2.0            1.0            2.0            
603.63         617.885        633.808462     617.710359     628.53701      -58.49         -0.080673      0.031571       2.0            2.0            1.0            2.0            
597.56         616.919167     631.495385     614.610304     626.242417     -59.04         -0.089155      0.031731       2.0            2.0            1.0            2.0            
594.8          615.4475       629.012308     611.562565     623.913349     -60.7          -0.093362      0.032289       2.0            2.0            1.0            2.0            
597.29         613.24         626.635385     609.366786     621.941249     -58.21         -0.089566      0.032303       2.0            2.0            1.0            2.0            
597.29         611.194167     624.396538     607.508819     620.115231     -47.72         -0.089566      0.03215        2.0            2.0            1.0            2.0            
599.77         609.3325       622.157692     606.318231     618.608177     -47.45         -0.085786      0.03174        2.0            2.0            1.0            2.0            
600.87         607.9075       620.417692     605.480042     617.294238     -55.18         -0.084109      0.031278       2.0            2.0            1.0            2.0            
600.32         606.344167     618.635        604.686189     616.036887     -54.63         -0.084948      0.030516       2.0            2.0            1.0            2.0            
599.22         604.413333     616.491538     603.845237     614.791192     -56.83         -0.066199      0.029445       2.0            2.0            1.0            2.0            
604.18         602.666667     614.348077     603.896739     614.005178     -37.52         -0.042838      0.029097       2.0            2.0            1.0            2.0            
601.98         601.516667     612.353077     603.601856     613.114424     -29.24         -0.034499      0.028059       2.0            2.0            1.0            2.0            
601.42         600.413333     610.825385     603.266186     612.24817      -22.07         -0.035398      0.025746       2.0            2.0            1.0            2.0            
609.15         599.860833     609.679231     604.171388     612.018676     -6.07          -0.023         0.022978       2.0            2.0            1.0            2.0            
587.08         600.320833     609.127692     601.541944     610.171367     -28.14         -0.058397      0.018851       2.0            2.0            2.0            2.0            
583.77         599.4475       608.045385     598.807799     608.21571      -31.45         -0.063706      0.017855       2.0            2.0            2.0            2.0            
